Hydrocarbon,Ti (K),equivalent ratio,Pressure (atm),LBV (cm/s)
Syngas/CO2/N2-air,300.0,0.9,1.0,28.667
Syngas/CO2/N2-air,300.0,1.0,1.0,27.5
Syngas/CO2/N2-air,300.0,1.1,1.0,35.0
Syngas/CO2/N2-air,300.0,1.2,1.0,16.0
Syngas/CO2/N2-air,300.0,1.3,1.0,18.0
Syngas/CO2/N2-air,300.0,1.4,1.0,14.0
Syngas/CO2/N2-air,333.0,1.1,1.0,109.5
Syngas/CO2/N2-air,342.0,1.1,1.0,114.0
Syngas/CO2/N2-air,348.0,1.1,1.0,119.0
Syngas/CO2/N2-air,351.0,1.1,1.0,120.0
Syngas/CO2/N2-air,366.0,1.1,1.0,130.0
Syngas/CO2/N2-air,369.0,1.1,1.0,87.0
Syngas/CO2/N2-air,378.0,1.1,1.0,136.0
Syngas/CO2/N2-air,384.0,1.1,1.0,95.0
Syngas/CO2/N2-air,387.0,1.1,1.0,141.0
Syngas/CO2/N2-air,390.0,1.1,1.0,130.333
Syngas/CO2/N2-air,396.0,1.1,1.0,105.0
Syngas/CO2/N2-air,399.0,1.1,1.0,150.0
Syngas/CO2/N2-air,405.0,1.1,1.0,131.5
Syngas/CO2/N2-air,411.0,1.1,1.0,136.0
Syngas/CO2/N2-air,417.0,1.1,1.0,115.0
Syngas/CO2/N2-air,423.0,1.1,1.0,119.0
Syngas/CO2/N2-air,429.0,1.0,1.0,86.0
Syngas/CO2/N2-air,429.0,1.1,1.0,172.0
Syngas/CO2/N2-air,435.0,1.1,1.0,124.0
Syngas/CO2/N2-air,438.0,1.1,1.0,127.0
Syngas/CO2/N2-air,447.0,1.0,1.0,91.0
Syngas/CO2/N2-air,447.0,1.1,1.0,128.0
Syngas/CO2/N2-air,453.0,1.0,1.0,75.0
Syngas/CO2/N2-air,453.0,1.1,1.0,71.667
Syngas/CO2/N2-air,459.0,1.1,1.0,131.0
Syngas/CO2/N2-air,462.0,1.1,1.0,120.0
Syngas/CO2/N2-air,468.0,1.1,1.0,88.5
Syngas/CO2/N2-air,471.0,1.1,1.0,139.0
Syngas/CO2/N2-air,474.0,1.0,1.0,103.0
Syngas/CO2/N2-air,474.0,1.1,1.0,110.0
Syngas/CO2/N2-air,477.0,1.0,1.0,109.0
Syngas/CO2/N2-air,477.0,1.1,1.0,114.0
Syngas/CO2/N2-air,480.0,1.0,1.0,57.0
Syngas/CO2/N2-air,480.0,1.1,1.0,89.667
Syngas/CO2/N2-air,483.0,1.1,1.0,118.0
Syngas/CO2/N2-air,489.0,1.1,1.0,109.0
Syngas/CO2/N2-air,492.0,1.0,1.0,60.0
Syngas/CO2/N2-air,492.0,1.1,1.0,60.0
Syngas/CO2/N2-air,495.0,1.1,1.0,149.0
Syngas/CO2/N2-air,498.0,0.8,1.0,28.0
Syngas/CO2/N2-air,498.0,1.1,1.0,112.5
Syngas/CO2/N2-air,501.0,0.8,1.0,22.0
Syngas/CO2/N2-air,501.0,1.0,1.0,119.0
Syngas/CO2/N2-air,501.0,1.1,1.0,81.5
Syngas/CO2/N2-air,504.0,1.1,1.0,37.0
Syngas/CO2/N2-air,507.0,0.8,1.0,25.0
Syngas/CO2/N2-air,507.0,1.1,1.0,133.0
Syngas/CO2/N2-air,510.0,1.0,1.0,94.5
Syngas/CO2/N2-air,510.0,1.1,1.0,94.333
Syngas/CO2/N2-air,513.0,0.8,1.0,23.0
Syngas/CO2/N2-air,513.0,1.1,1.0,41.0
Syngas/CO2/N2-air,516.0,1.1,1.0,136.0
Syngas/CO2/N2-air,519.0,0.8,1.0,25.5
Syngas/CO2/N2-air,519.0,1.0,1.0,129.0
Syngas/CO2/N2-air,519.0,1.1,1.0,90.0
Syngas/CO2/N2-air,522.0,1.1,1.0,82.0
Syngas/CO2/N2-air,525.0,0.8,1.0,26.0
Syngas/CO2/N2-air,525.0,1.0,1.0,71.0
Syngas/CO2/N2-air,525.0,1.1,1.0,84.333
Syngas/CO2/N2-air,531.0,1.0,1.0,139.0
Syngas/CO2/N2-air,531.0,1.1,1.0,141.0
Syngas/CO2/N2-air,534.0,0.8,1.0,26.5
Syngas/CO2/N2-air,534.0,1.0,1.0,106.5
Syngas/CO2/N2-air,534.0,1.1,1.0,88.5
Syngas/CO2/N2-air,537.0,0.8,1.0,29.0
Syngas/CO2/N2-air,540.0,1.0,1.0,145.0
Syngas/CO2/N2-air,540.0,1.1,1.0,154.0
Syngas/CO2/N2-air,543.0,1.0,1.0,110.0
Syngas/CO2/N2-air,543.0,1.1,1.0,80.0
Syngas/CO2/N2-air,546.0,0.8,1.0,24.0
Syngas/CO2/N2-air,546.0,1.1,1.0,51.0
Syngas/CO2/N2-air,549.0,0.8,1.0,30.0
Syngas/CO2/N2-air,549.0,1.0,1.0,151.0
Syngas/CO2/N2-air,552.0,1.1,1.0,131.5
Syngas/CO2/N2-air,555.0,0.8,1.0,24.0
Syngas/CO2/N2-air,555.0,1.0,1.0,118.5
Syngas/CO2/N2-air,555.0,1.1,1.0,67.5
Syngas/CO2/N2-air,558.0,0.8,1.0,30.0
Syngas/CO2/N2-air,558.0,1.1,1.0,165.0
Syngas/CO2/N2-air,561.0,1.0,1.0,88.0
Syngas/CO2/N2-air,561.0,1.1,1.0,88.0
Syngas/CO2/N2-air,564.0,0.8,1.0,28.0
Syngas/CO2/N2-air,564.0,1.0,1.0,153.0
Syngas/CO2/N2-air,564.0,1.1,1.0,80.0
Syngas/CO2/N2-air,567.0,1.0,1.0,90.0
Syngas/CO2/N2-air,567.0,1.1,1.0,90.0
Syngas/CO2/N2-air,570.0,0.8,1.0,31.0
Syngas/CO2/N2-air,570.0,1.1,1.0,166.0
Syngas/CO2/N2-air,573.0,0.8,1.0,26.0
Syngas/CO2/N2-air,573.0,1.1,1.0,60.0
Syngas/CO2/N2-air,576.0,1.0,1.0,127.5
Syngas/CO2/N2-air,576.0,1.1,1.0,92.0
Syngas/CO2/N2-air,579.0,0.8,1.0,29.0
Syngas/CO2/N2-air,579.0,1.1,1.0,85.0
Syngas/CO2/N2-air,585.0,1.0,1.0,97.0
Syngas/CO2/N2-air,585.0,1.1,1.0,97.0
Syngas/CO2/N2-air,588.0,0.8,1.0,26.0
Syngas/CO2/N2-air,588.0,1.1,1.0,89.0
Syngas/CO2/N2-air,591.0,0.8,1.0,33.0
Syngas/CO2/N2-air,591.0,1.0,1.0,104.0
Syngas/CO2/N2-air,591.0,1.1,1.0,104.0
Syngas/CO2/N2-air,594.0,0.8,1.0,27.0
Syngas/CO2/N2-air,594.0,1.1,1.0,66.0
Syngas/CO2/N2-air,597.0,0.8,1.0,34.0
Syngas/CO2/N2-air,597.0,1.0,1.0,111.0
Syngas/CO2/N2-air,597.0,1.1,1.0,108.0
Syngas/CO2/N2-air,600.0,1.1,1.0,123.0
Syngas/CO2/N2-air,603.0,0.8,1.0,34.0
Syngas/CO2/N2-air,606.0,0.8,1.0,27.0
Syngas/CO2/N2-air,606.0,1.0,1.0,117.0
Syngas/CO2/N2-air,606.0,1.1,1.0,91.0
Syngas/CO2/N2-air,615.0,1.0,1.0,121.0
Syngas/CO2/N2-air,615.0,1.1,1.0,116.0
Syngas/CO2/N2-air,618.0,0.8,1.0,27.0
Syngas/CO2/N2-air,618.0,1.1,1.0,71.0
Syngas/CO2/N2-air,627.0,1.0,1.0,124.0
Syngas/CO2/N2-air,627.0,1.1,1.0,121.0
Syngas/CO2/N2-air,633.0,1.0,1.0,133.0
Syngas/CO2/N2-air,633.0,1.1,1.0,125.0
Syngas/CO2/N2-air,642.0,0.8,1.0,29.0
Syngas/CO2/N2-air,645.0,1.1,1.0,79.0
TRF-85-air,376.5,1.4,1.0,32.728
TRF-85-air,399.6,1.4,1.0,38.773
TRF-85-air,422.1,1.4,1.0,44.818
TRF-85-air,473.1,1.4,1.0,54.109
TRF-85-air,519.3,1.4,1.0,67.464
TRF-85-air,534.0,1.4,1.0,69.721
TRF-85-air,567.6,1.4,1.0,80.816
TRF-85-air,595.8,1.4,1.0,92.174
TRF-85-air,610.2,1.4,1.0,95.191
Toluene-air,300.0,0.6,1.0,12.586
Toluene-air,300.0,0.649,1.0,16.837
Toluene-air,300.0,0.695,1.0,18.847
Toluene-air,300.0,0.699,1.0,21.258
Toluene-air,300.0,0.75,1.0,24.913
Toluene-air,300.0,0.796,1.0,25.079
Toluene-air,300.0,0.797,1.0,21.93
Toluene-air,300.0,0.798,1.0,27.972
Toluene-air,300.0,0.8,1.0,23.72
Toluene-air,300.0,0.803,1.0,26.099
Toluene-air,300.0,0.807,1.0,22.525
Toluene-air,300.0,0.843,1.0,30.777
Toluene-air,300.0,0.85,1.0,27.2
Toluene-air,300.0,0.898,1.0,32.644
Toluene-air,300.0,0.902,1.0,31.24
Toluene-air,300.0,0.904,1.0,27.339
Toluene-air,300.0,0.944,1.0,34.767
Toluene-air,300.0,0.95,1.0,32.3
Toluene-air,300.0,0.995,1.0,32.039
Toluene-air,300.0,0.999,1.0,35.188
Toluene-air,300.0,1.002,1.0,29.911
Toluene-air,300.0,1.004,1.0,32.464
Toluene-air,300.0,1.006,1.0,34.846
Toluene-air,300.0,1.044,1.0,36.886
Toluene-air,300.0,1.05,1.0,35.44
Toluene-air,300.0,1.096,1.0,37.221
Toluene-air,300.0,1.099,1.0,34.412
Toluene-air,300.0,1.1,1.0,36.23
Toluene-air,300.0,1.101,1.0,34.327
Toluene-air,300.0,1.103,1.0,34.072
Toluene-air,300.0,1.145,1.0,36.536
Toluene-air,300.0,1.15,1.0,35.77
Toluene-air,300.0,1.194,1.0,35.68
Toluene-air,300.0,1.198,1.0,34.914
Toluene-air,300.0,1.199,1.0,31.765
Toluene-air,300.0,1.2,1.0,32.956
Toluene-air,300.0,1.201,1.0,31.169
Toluene-air,300.0,1.237,1.0,33.804
Toluene-air,300.0,1.26,1.0,33.8
Toluene-air,300.0,1.29,1.0,30.56
Toluene-air,300.0,1.298,1.0,29.415
Toluene-air,300.0,1.3,1.0,30.82
Toluene-air,300.0,1.302,1.0,28.947
Toluene-air,300.0,1.304,1.0,28.096
Toluene-air,300.0,1.305,1.0,26.819
Toluene-air,300.0,1.307,1.0,29.882
Toluene-air,300.0,1.398,1.0,21.278
Toluene-air,300.0,1.405,1.0,19.15
Toluene-air,300.0,1.498,1.0,13.694
Toluene-air,360.0,0.138,1.0,18.308
Toluene-air,360.0,0.204,1.0,23.799
Toluene-air,360.0,0.265,1.0,28.457
Toluene-air,360.0,0.27,1.0,27.374
Toluene-air,360.0,0.334,1.0,32.615
Toluene-air,360.0,0.403,1.0,33.275
Toluene-air,360.0,0.409,1.0,35.773
Toluene-air,360.0,0.411,1.0,37.605
Toluene-air,360.0,0.528,1.0,40.26
Toluene-air,360.0,0.53,1.0,44.589
Toluene-air,360.0,0.533,1.0,41.258
Toluene-air,360.0,0.597,1.0,43.918
Toluene-air,360.0,0.664,1.0,45.328
Toluene-air,360.0,0.736,1.0,46.071
Toluene-air,360.0,0.789,1.0,45.734
Toluene-air,360.0,0.803,1.0,45.399
Toluene-air,360.0,0.867,1.0,45.394
Toluene-air,360.0,0.928,1.0,42.724
Toluene-air,360.0,0.934,1.0,43.224
Toluene-air,360.0,1.003,1.0,40.386
Toluene-air,360.0,1.065,1.0,37.55
Toluene-air,360.0,1.068,1.0,37.383
Toluene-air,360.0,1.135,1.0,33.214
Toluene-air,360.0,1.202,1.0,25.381
Toluene-air,360.0,1.205,1.0,29.211
Toluene-air,360.0,1.333,1.0,17.709
Toluene-air,360.0,1.339,1.0,19.541
Toluene-air,360.0,1.473,1.0,8.704
Toluene-air,360.0,1.599,1.0,5.03
Toluene-air,360.3,0.8,1.0,35.799
Toluene-air,360.9,1.3,1.0,42.378
Toluene-air,388.2,0.8,1.0,41.637
Toluene-air,396.6,0.8,1.0,43.667
Toluene-air,399.3,1.3,1.0,51.26
Toluene-air,400.0,1.223,1.0,5.089
Toluene-air,400.0,1.946,1.0,12.849
Toluene-air,400.0,2.534,1.0,13.127
Toluene-air,400.0,2.579,1.0,20.608
Toluene-air,400.0,3.166,1.0,28.367
Toluene-air,400.0,3.257,1.0,26.498
Toluene-air,400.0,3.302,1.0,24.896
Toluene-air,400.0,3.302,1.0,28.77
Toluene-air,400.0,3.347,1.0,27.568
Toluene-air,400.0,3.708,1.0,28.109
Toluene-air,400.0,4.025,1.0,34.526
Toluene-air,400.0,4.612,1.0,41.617
Toluene-air,400.0,4.703,1.0,40.95
Toluene-air,400.0,4.748,1.0,45.493
Toluene-air,400.0,4.793,1.0,38.547
Toluene-air,400.0,5.064,1.0,42.025
Toluene-air,400.0,5.38,1.0,45.504
Toluene-air,400.0,6.013,1.0,50.858
Toluene-air,400.0,6.058,1.0,49.256
Toluene-air,400.0,6.103,1.0,53.264
Toluene-air,400.0,6.149,1.0,50.727
Toluene-air,400.0,6.375,1.0,51.132
Toluene-air,400.0,6.827,1.0,54.346
Toluene-air,400.0,7.414,1.0,57.028
Toluene-air,400.0,7.504,1.0,62.907
Toluene-air,400.0,7.55,1.0,54.625
Toluene-air,400.0,7.595,1.0,57.031
Toluene-air,400.0,7.64,1.0,54.894
Toluene-air,400.0,7.685,1.0,57.834
Toluene-air,400.0,8.182,1.0,57.575
Toluene-air,400.0,8.86,1.0,64.533
Toluene-air,400.0,8.905,1.0,58.122
Toluene-air,400.0,8.905,1.0,57.588
Toluene-air,400.0,8.95,1.0,58.568
Toluene-air,400.0,8.996,1.0,54.917
Toluene-air,400.0,9.673,1.0,56.265
Toluene-air,400.0,10.216,1.0,52.801
Toluene-air,400.0,10.306,1.0,57.345
Toluene-air,400.0,10.351,1.0,55.208
Toluene-air,400.0,10.487,1.0,53.073
Toluene-air,400.0,10.532,1.0,53.074
Toluene-air,400.0,11.029,1.0,49.075
Toluene-air,400.0,11.481,1.0,43.472
Toluene-air,400.0,11.662,1.0,39.2
Toluene-air,400.0,11.662,1.0,45.879
Toluene-air,400.0,11.707,1.0,47.483
Toluene-air,400.0,11.797,1.0,47.485
Toluene-air,400.0,11.843,1.0,46.817
Toluene-air,400.0,12.566,1.0,40.284
Toluene-air,400.0,12.746,1.0,30.135
Toluene-air,400.0,13.153,1.0,26.134
Toluene-air,400.0,13.198,1.0,32.414
Toluene-air,400.0,13.243,1.0,36.645
Toluene-air,400.0,13.966,1.0,26.148
Toluene-air,400.0,14.012,1.0,15.996
Toluene-air,400.0,14.554,1.0,18.41
Toluene-air,400.0,14.644,1.0,19.08
Toluene-air,400.0,15.367,1.0,11.745
Toluene-air,419.1,1.3,1.0,56.841
Toluene-air,423.0,0.8,1.0,50.01
Toluene-air,442.2,0.8,1.0,52.3
Toluene-air,442.8,1.3,1.0,59.64
Toluene-air,450.9,1.3,1.0,62.429
Toluene-air,453.0,0.8,1.0,53.573
Toluene-air,467.1,1.3,1.0,65.982
Toluene-air,470.0,0.139,1.0,30.799
Toluene-air,470.0,0.167,1.0,35.46
Toluene-air,470.0,0.194,1.0,39.788
Toluene-air,470.0,0.233,1.0,42.782
Toluene-air,470.0,0.263,1.0,49.108
Toluene-air,470.0,0.266,1.0,49.025
Toluene-air,470.0,0.282,1.0,49.273
Toluene-air,470.0,0.302,1.0,52.603
Toluene-air,470.0,0.329,1.0,55.931
Toluene-air,470.0,0.362,1.0,59.093
Toluene-air,470.0,0.387,1.0,60.256
Toluene-air,470.0,0.396,1.0,57.258
Toluene-air,470.0,0.398,1.0,60.422
Toluene-air,470.0,0.404,1.0,61.254
Toluene-air,470.0,0.437,1.0,65.249
Toluene-air,470.0,0.462,1.0,68.078
Toluene-air,470.0,0.495,1.0,71.239
Toluene-air,470.0,0.531,1.0,69.071
Toluene-air,470.0,0.536,1.0,71.902
Toluene-air,470.0,0.542,1.0,69.07
Toluene-air,470.0,0.564,1.0,75.064
Toluene-air,470.0,0.603,1.0,77.226
Toluene-air,470.0,0.633,1.0,78.722
Toluene-air,470.0,0.662,1.0,71.559
Toluene-air,470.0,0.664,1.0,76.055
Toluene-air,470.0,0.669,1.0,80.551
Toluene-air,470.0,0.67,1.0,72.724
Toluene-air,470.0,0.728,1.0,81.379
Toluene-air,470.0,0.791,1.0,82.373
Toluene-air,470.0,0.795,1.0,73.712
Toluene-air,470.0,0.798,1.0,71.714
Toluene-air,470.0,0.8,1.0,77.709
Toluene-air,470.0,0.864,1.0,81.701
Toluene-air,470.0,0.932,1.0,70.037
Toluene-air,470.0,0.934,1.0,79.363
Toluene-air,470.0,0.937,1.0,70.869
Toluene-air,470.0,0.942,1.0,74.533
Toluene-air,470.0,0.998,1.0,75.861
Toluene-air,470.0,1.059,1.0,71.192
Toluene-air,470.0,1.068,1.0,68.027
Toluene-air,470.0,1.071,1.0,63.364
Toluene-air,470.0,1.077,1.0,62.364
Toluene-air,470.0,1.129,1.0,67.356
Toluene-air,470.0,1.197,1.0,59.523
Toluene-air,470.0,1.2,1.0,54.276
Toluene-air,470.0,1.264,1.0,53.355
Toluene-air,470.0,1.328,1.0,48.52
Toluene-air,470.0,1.334,1.0,41.025
Toluene-air,470.0,1.404,1.0,40.02
Toluene-air,470.0,1.468,1.0,37.85
Toluene-air,470.0,1.535,1.0,36.345
Toluene-air,470.0,1.599,1.0,31.177
Toluene-air,470.0,1.661,1.0,29.173
Toluene-air,470.0,1.739,1.0,25.669
Toluene-air,470.0,1.797,1.0,23.333
Toluene-air,470.0,1.861,1.0,21.829
Toluene-air,470.0,1.928,1.0,21.157
Toluene-air,474.0,0.8,1.0,57.635
Toluene-air,478.5,1.3,1.0,66.748
Toluene-air,505.5,0.8,1.0,66.26
Toluene-air,506.1,1.3,1.0,77.901
Toluene-air,540.0,0.8,1.0,78.935
Toluene-air,543.3,1.3,1.0,90.325
Toluene-air,552.0,0.8,1.0,83.751
Toluene-air,555.3,1.3,1.0,94.128
Toluene-air,578.4,1.3,1.0,101.229
Toluene-air,579.6,0.8,1.0,90.601
Toluene-air,589.8,0.8,1.0,93.645
Toluene-air,592.5,1.3,1.0,106.046
Toluene-air,598.8,1.3,1.0,107.569
Toluene-air,600.6,0.8,1.0,98.207
Toluene-air,609.0,0.8,1.0,100.743
Toluene-air,610.0,3.573,1.0,95.435
Toluene-air,610.0,4.883,1.0,108.549
Toluene-air,610.0,6.375,1.0,113.918
Toluene-air,610.0,7.73,1.0,119.819
Toluene-air,610.0,9.086,1.0,121.98
Toluene-air,610.0,10.532,1.0,121.203
Toluene-air,610.0,11.933,1.0,114.815
Toluene-air,610.0,13.243,1.0,103.082
Toluene-air,610.0,14.69,1.0,84.939
Toluene-air,611.1,1.3,1.0,111.119
decane-air,334.5,0.7,1.0,28.12
decane-air,335.4,0.7,1.0,26.545
decane-air,336.0,1.0,1.0,44.922
decane-air,336.6,1.0,1.0,47.907
decane-air,336.6,1.4,1.0,29.157
decane-air,338.0,0.701,1.0,27.677
decane-air,338.0,0.703,1.0,26.214
decane-air,338.0,0.72,1.0,27.839
decane-air,338.0,0.724,1.0,26.539
decane-air,338.0,0.8,1.0,35.966
decane-air,338.0,0.804,1.0,35.641
decane-air,338.0,0.842,1.0,38.891
decane-air,338.0,0.853,1.0,34.99
decane-air,338.0,0.899,1.0,42.792
decane-air,338.0,0.902,1.0,43.279
decane-air,338.0,0.959,1.0,40.841
decane-air,338.0,0.962,1.0,46.692
decane-air,338.0,1.001,1.0,47.911
decane-air,338.0,1.082,1.0,48.074
decane-air,338.0,1.099,1.0,49.455
decane-air,338.0,1.102,1.0,50.268
decane-air,338.0,1.2,1.0,46.936
decane-air,338.0,1.3,1.0,42.792
decane-air,338.0,1.303,1.0,38.403
decane-air,338.0,1.402,1.0,28.977
decane-air,359.7,0.7,1.0,30.612
decane-air,359.7,1.4,1.0,33.343
decane-air,360.0,0.699,1.0,31.019
decane-air,360.0,0.7,1.0,29.956
decane-air,360.0,0.721,1.0,32.453
decane-air,360.0,0.723,1.0,29.887
decane-air,360.0,0.803,1.0,40.83
decane-air,360.0,0.841,1.0,43.925
decane-air,360.0,0.854,1.0,39.698
decane-air,360.0,0.9,1.0,47.849
decane-air,360.0,0.904,1.0,48.453
decane-air,360.0,0.961,1.0,46.038
decane-air,360.0,0.963,1.0,51.925
decane-air,360.0,1.002,1.0,53.246
decane-air,360.0,1.081,1.0,51.698
decane-air,360.0,1.082,1.0,56.604
decane-air,360.0,1.099,1.0,54.943
decane-air,360.0,1.103,1.0,54.717
decane-air,360.0,1.199,1.0,51.245
decane-air,360.0,1.203,1.0,52.075
decane-air,360.0,1.3,1.0,43.396
decane-air,360.0,1.303,1.0,45.132
decane-air,360.0,1.4,1.0,33.434
decane-air,360.3,0.7,1.0,31.531
decane-air,360.3,1.0,1.0,52.703
decane-air,360.9,1.0,1.0,49.186
decane-air,362.1,1.0,1.0,53.023
decane-air,398.4,0.7,1.0,41.239
decane-air,398.4,1.0,1.0,58.779
decane-air,398.7,0.7,1.0,35.729
decane-air,399.0,0.7,1.0,37.696
decane-air,399.0,1.0,1.0,62.936
decane-air,399.6,1.4,1.0,41.715
decane-air,400.0,0.648,1.0,33.011
decane-air,400.0,0.65,1.0,30.249
decane-air,400.0,0.665,1.0,34.392
decane-air,400.0,0.694,1.0,41.022
decane-air,400.0,0.698,1.0,35.773
decane-air,400.0,0.699,1.0,39.226
decane-air,400.0,0.702,1.0,39.917
decane-air,400.0,0.705,1.0,39.641
decane-air,400.0,0.71,1.0,41.16
decane-air,400.0,0.721,1.0,36.74
decane-air,400.0,0.749,1.0,44.89
decane-air,400.0,0.752,1.0,42.887
decane-air,400.0,0.776,1.0,45.994
decane-air,400.0,0.797,1.0,51.036
decane-air,400.0,0.798,1.0,53.177
decane-air,400.0,0.801,1.0,47.928
decane-air,400.0,0.825,1.0,50.691
decane-air,400.0,0.828,1.0,51.519
decane-air,400.0,0.845,1.0,48.204
decane-air,400.0,0.852,1.0,51.726
decane-air,400.0,0.857,1.0,53.729
decane-air,400.0,0.886,1.0,55.663
decane-air,400.0,0.898,1.0,55.248
decane-air,400.0,0.901,1.0,57.689
decane-air,400.0,0.928,1.0,57.32
decane-air,400.0,0.947,1.0,59.116
decane-air,400.0,0.95,1.0,56.906
decane-air,400.0,0.96,1.0,56.906
decane-air,400.0,0.974,1.0,59.807
decane-air,400.0,0.999,1.0,61.648
decane-air,400.0,1.001,1.0,63.26
decane-air,400.0,1.004,1.0,60.635
decane-air,400.0,1.006,1.0,60.221
decane-air,400.0,1.026,1.0,60.359
decane-air,400.0,1.048,1.0,61.602
decane-air,400.0,1.05,1.0,60.773
decane-air,400.0,1.074,1.0,60.912
decane-air,400.0,1.078,1.0,63.536
decane-air,400.0,1.087,1.0,61.74
decane-air,400.0,1.099,1.0,64.917
decane-air,400.0,1.101,1.0,62.542
decane-air,400.0,1.123,1.0,59.945
decane-air,400.0,1.126,1.0,61.326
decane-air,400.0,1.148,1.0,59.254
decane-air,400.0,1.15,1.0,59.462
decane-air,400.0,1.165,1.0,60.083
decane-air,400.0,1.17,1.0,59.116
decane-air,400.0,1.189,1.0,59.53
decane-air,400.0,1.199,1.0,58.771
decane-air,400.0,1.202,1.0,61.464
decane-air,400.0,1.204,1.0,57.597
decane-air,400.0,1.241,1.0,56.354
decane-air,400.0,1.25,1.0,52.624
decane-air,400.0,1.253,1.0,53.867
decane-air,400.0,1.265,1.0,53.867
decane-air,400.0,1.299,1.0,52.002
decane-air,400.0,1.302,1.0,54.42
decane-air,400.0,1.303,1.0,50.967
decane-air,400.0,1.304,1.0,53.177
decane-air,400.0,1.309,1.0,48.757
decane-air,400.0,1.351,1.0,41.575
decane-air,400.0,1.353,1.0,44.061
decane-air,400.0,1.37,1.0,41.713
decane-air,400.0,1.4,1.0,41.712
decane-air,400.0,1.401,1.0,44.89
decane-air,400.0,1.403,1.0,46.201
decane-air,400.0,1.406,1.0,40.815
decane-air,400.0,1.426,1.0,37.569
decane-air,400.0,1.448,1.0,31.077
decane-air,400.0,1.451,1.0,32.182
decane-air,400.0,1.499,1.0,30.525
decane-air,400.0,1.506,1.0,27.486
decane-air,400.0,1.521,1.0,28.729
decane-air,400.2,1.0,1.0,61.657
decane-air,403.0,0.721,1.0,41.298
decane-air,403.0,0.84,1.0,50.138
decane-air,403.0,0.96,1.0,58.84
decane-air,403.0,1.083,1.0,63.122
decane-air,405.0,0.597,1.0,31.906
decane-air,405.0,0.698,1.0,42.68
decane-air,405.0,0.798,1.0,52.348
decane-air,405.0,0.896,1.0,58.978
decane-air,405.0,0.999,1.0,62.569
decane-air,405.0,1.101,1.0,62.431
decane-air,405.0,1.197,1.0,58.011
decane-air,405.0,1.297,1.0,49.033
decane-air,405.0,1.403,1.0,35.912
decane-air,417.3,1.4,1.0,45.116
decane-air,420.9,0.7,1.0,42.026
decane-air,421.2,1.0,1.0,64.535
decane-air,423.0,0.597,1.0,29.006
decane-air,423.0,0.652,1.0,36.188
decane-air,423.0,0.696,1.0,41.713
decane-air,423.0,0.749,1.0,47.376
decane-air,423.0,0.801,1.0,51.796
decane-air,423.0,0.852,1.0,55.801
decane-air,423.0,0.898,1.0,59.392
decane-air,423.0,0.95,1.0,62.569
decane-air,423.0,1.001,1.0,64.917
decane-air,423.0,1.05,1.0,65.746
decane-air,423.0,1.101,1.0,65.331
decane-air,423.0,1.15,1.0,64.088
decane-air,423.0,1.199,1.0,61.74
decane-air,423.0,1.25,1.0,59.116
decane-air,423.0,1.301,1.0,56.768
decane-air,425.0,0.748,1.0,49.586
decane-air,425.0,0.801,1.0,53.039
decane-air,425.0,0.862,1.0,58.564
decane-air,425.0,0.92,1.0,64.779
decane-air,425.0,0.982,1.0,68.37
decane-air,425.0,1.038,1.0,69.613
decane-air,425.0,1.089,1.0,69.751
decane-air,425.0,1.128,1.0,67.68
decane-air,425.0,1.231,1.0,62.707
decane-air,425.0,1.263,1.0,57.32
decane-air,425.0,1.319,1.0,51.934
decane-air,425.0,1.341,1.0,47.79
decane-air,425.0,1.403,1.0,39.641
decane-air,425.7,0.7,1.0,43.863
decane-air,428.4,1.0,1.0,69.012
decane-air,438.6,1.4,1.0,49.826
decane-air,441.3,0.7,1.0,46.749
decane-air,460.8,1.0,1.0,78.285
decane-air,461.1,0.7,1.0,50.16
decane-air,461.1,1.4,1.0,54.273
decane-air,468.0,1.0,1.0,78.924
decane-air,468.3,0.7,1.0,50.423
decane-air,468.6,0.7,1.0,52.522
decane-air,468.9,1.0,1.0,82.762
decane-air,469.2,0.7,1.0,60.394
decane-air,470.0,0.701,1.0,53.031
decane-air,470.0,0.72,1.0,60.507
decane-air,470.0,0.723,1.0,50.268
decane-air,470.0,0.8,1.0,65.87
decane-air,470.0,0.841,1.0,71.396
decane-air,470.0,0.842,1.0,65.707
decane-air,470.0,0.901,1.0,75.459
decane-air,470.0,0.959,1.0,82.61
decane-air,470.0,0.964,1.0,78.059
decane-air,470.0,1.001,1.0,82.61
decane-air,470.0,1.079,1.0,87.161
decane-air,470.0,1.08,1.0,88.461
decane-air,470.0,1.101,1.0,85.373
decane-air,470.0,1.201,1.0,80.985
decane-air,470.0,1.301,1.0,70.421
decane-air,470.0,1.402,1.0,57.906
decane-air,470.4,1.0,1.0,82.442
decane-air,470.7,1.4,1.0,57.413
decane-air,471.6,1.0,1.0,80.203
decane-air,472.5,0.7,1.0,50.948
decane-air,473.0,0.601,1.0,36.941
decane-air,473.0,0.651,1.0,44.254
decane-air,473.0,0.702,1.0,51.405
decane-air,473.0,0.753,1.0,58.556
decane-air,473.0,0.802,1.0,65.057
decane-air,473.0,0.851,1.0,70.908
decane-air,473.0,0.9,1.0,87.973
decane-air,473.0,0.902,1.0,74.809
decane-air,473.0,0.951,1.0,84.966
decane-air,473.0,1.001,1.0,87.486
decane-air,473.0,1.05,1.0,97.725
decane-air,473.0,1.052,1.0,80.66
decane-air,473.0,1.101,1.0,80.172
